Title,Company,Reference Code,Posted Date,Closing Date,Employment Mode,Salary,Vacancy,Location,Job Description,Skills & Requirements,Graduation Year,Fields of Study,Education Level (pursuing / obtained),Required Level of Work Experience,About Company,Application Methods,Address,Email,Phone,Fax,Website,Note,Nature of Business,Job Categories
Administration staff / Program Coordinator,Phonics Plus Limited,JIS00336082,2024-08-27,2024-09-25,"Full Time, Graduate",HKD ($) 16K - 22K per month,3,"2 centres - Causeway Bay, Shatin","Assistance in course management and class scheduling
Student recruitment and admission
Program marketing and promotion
Marketing materials preparation
Office administration
Cash and cheque handling with accounts payable and receivable
Facilities management, including cleaning and tidying of premises
Dealing with incoming email, faxes and calls
Communication and liaise with parents and teachers","Highlights
Patient, kind and good Emotional Intelligent
University degree preferrable
Immediate availability preferred
Requirements:
Proficient in Excel and Word (English & Chinese)
Full-time (5 days per week)
Working experience in education-related fields will be an advantage
Good command of spoken and written English and Chinese
Enjoy working with young children
         ",2021 - 2024,Any Discipline,Bachelor,None,"We, Phonic Plus, provide a lovely and friendly environment for our students to learn our PLM Methodology.
We provide the following benefits and packages to the right candidates:
Very attractive package.
We provide an open and friendly environment, good career prospects and training to the right candidates.","Please address your application to : Belinda Wong, Director","Rm 304, ChinaChem Leighton Plaza, 29 Leighton Road",plm@phonicsland.com.hk,27718800,,,Resume or CV,Education,"Education
Administration - Private Sector
Customer Services - Retail / Hotel / Tourism and Others"
Part-time Assistant (Development & Community Engagement) - 3 Days Work,Ronald McDonald House Charities Hong Kong Limited,JIS00336107,2024-08-27,2024-09-25,"Part Time, Temporary",HKD ($) 85 per month,2,Kwun Tong,"As an Assistant to support Development & Community Engagement Team, this meaningful job will give you a chance to extend your full potential to make it a great success to our services expansion of the new Ronald McDonald House and contribute to the philanthropy of Hong Kong. 
  1. Part-time Assistant (Development Team) -3 Days Work
Provide the administrative and logistic support to various fundraising events, i.e. Charity Golf, Gala Dinner, Charity Orienteering 
Support fundraising events from planning to execution, including campaign launches, draft appeals, speeches, press releases, features and marketing materials 
correspondence
Assist in handling donors’ enquiry and correspondence
Ensure complete, accurate, and timely updates of donor information in the system
2. Part-Time Assistant (Community Engagement) -3 Days Work 
Draft Social Post Stories: Create engaging and social media posts for the happenings or service of RMHC Hong Kong. 
Interview Assistance: Help identify compelling angles for people stories and assist in conducting interviews, from initial research to full write-up.
Article Writing: Contribute to articles that promote our organization across various channels and events.
Website Update: Provide support in updating corporate website.","1. Part-time Assistant (Development Team) -3 Days Work
With experience in Marketing, Communications, Business Management or related discipline.
Proficiency in computer, website, digital and social media applications.
Efficient and motivated self-starter
2. Part-Time Assistant (Community Engagement) -3 Days Work 
Good writing skills in both English and Chinese. 
Basic photography skills is expected. 
Ability to conduct interviews and write compelling stories.
Interested in making stories and social posts in social platforms.
Familiar with website content management systems is a plus. 
Strong attention to detail and organizational skills.
Energetic, positive, good team player. Strong passion in social welfare service or NGO.",2021 - 2029,"Marketing, Communication, Business Administration",Bachelor,None,"RMHC Hong Kong is a fast-growing organization looking for passionate talents to join. RMHC Hong Kong aims to create, find and support programs that directly impact the health and well-being of seriously sick children and their families that we have served for over 27 years while RMHC global has been serving worldwide for 50 years. We provide a ‘home away from home’ accommodation and ‘family-centered care’ services to ensure families stay close together while their child is undergoing hospital treatment.
  To fulfil the rising demand for the unique services we provide, we are expanding from a 23-room Ronald McDonald House in Shatin, to a new and additional 66-room Ronald McDonald House in Kwun Tong. Having been the first chapter of the RMHC global network established in Asia in 1996, we are as committed as ever to providing shelter to those families confronted with the most difficult physical and psychological challenges with a child in serious sickness.
  For more details, please visit www.rmhc.org.hk",,"2 Yau Shun Street, Kwun Tong, Hong Kong",admin@rmhc.org.hk,29478778,29478780,,"Privacy statement
RMHC is an equal opportunity employer and welcomes applications from any qualified candidates. Information provided will be treated in strict confidence and only be used for considering your application. All personal data of unsuccessful application will be destroyed 24 months from the date of receiving the application.",Quasi-government / Non-profit Organisation,Community / Social Worker
Administrative Officer,Umbrella School Foundation Limited,JIS00336094,2024-08-27,2024-09-23,"Full Time, Graduate",HKD ($) 15K - 20K per month,1,Hong Kong - Kowloon,"Responsibilities and Duties
- Support the day-to-day work of the administrative and operations function of the school office
- Enter/maintain data and generate reports in the student information system, accounting and administrative system, as required by Senior management
- Be knowledgeable about and supportive of administrative procedures and directives.
- Follow up on inquiries, attendance, tuition payment, etc
- Schedule internal and external meetings and assist with school functions, as required
- Other duties assigned by Senior management
Job Types: Full-time, Permanent
Pay: $15,000.00 - $20,000.00 per month
Benefits:
Medical Insurance
Opportunities for promotion
Paid sick time
Professional development
Experience:
school administration: 1 year (Preferred)","Qualifications and Skills
- Bachelor Degree
- Previous experience working as administrative assistant
- Excellent time management skills as well as organizational skills
- Superior interpersonal and communication skills, both verbal and written.
- Self-directed, as well as task and goal oriented.
- Ability to work independently with minimum supervision.
- Present a professional attitude.
- Fluency in Cantonese, Mandarin and English is a must",2021 - 2024,Any Discipline,Bachelor,1 year,"Bridge Academy specializes in providing early intervention for children on the autism spectrum. We offer programmes including: Intensive 1-to-1 therapy, social group, and pre-school. We utilize Applied Behaviour Analysis (ABA) as our primary treatment method. Working at Bridge Academy with special educational needs (SEN) children can be one of the most rewarding, challenging and satisfying opportunity in the teaching and education sector.",,"3/F, Wui Tat Centre, 55 Connaught Road West, Sheung Wan, Hong Kong",hr@bridge.edu.hk,35638060,,http://bridge.edu.hk,,Education,Administration - Private Sector
Part Time Marketing Assistant,Tech Nine Limited,JIS00336097,2024-08-27,2024-09-03,"Part Time, Internship",HKD ($) 60 - 65 per hour,2,Lai Chi Kok,"We are seeking a highly motivated, detail-oriented, and presentable Marketing Intern to join our team this summer. The intern will have the opportunity to focus on product marketing for our IT solutions while gaining valuable knowledge and experience in various marketing strategies and techniques. This is an excellent opportunity for a student looking to expand their marketing skillset in a fast-paced, innovative tech company.
Responsibilities:
Assist in developing and executing marketing strategies for IT solutions
Conduct market research to identify opportunities for promotion and growth
Draft presentation decks, marketing materials, and research reports
Collaborate with the sales team to align marketing initiatives with sales objectives
Monitor and analyze the performance of marketing campaigns and report findings to the team
Perform any other marketing-related tasks as needed
Learning Opportunities:
Gain hands-on experience in various marketing strategies and techniques
Enhance your knowledge of product marketing in the IT industry
Develop skills in content creation, social media management, and digital marketing tools
Improve your presentation and communication skills in a professional environment","Requirements:
Currently pursuing a degree in Marketing, Business, or a related field
Strong interest in technology, IT solutions, and product marketing
Excellent verbal and written communication skills
Strong organizational and time management skills
Ability to work independently and collaboratively in a team environment
Proficiency in Microsoft Office Suite, including PowerPoint, Word, and Excel
If this sounds interesting to you, Apply Now!!",2023 - 2026,"Business Administration, Marketing, Others","Bachelor, Higher Diploma / Associate Degree",None,"TECH NINE LIMITED
Co-founded by IT and digital marketing experts, technine (www.technine.io) is an energetic, fast-growing startup specializing in software R&D and systems integration, formed by a team of Hong Kong based developers and UX/UI designers.
We offer innovative and customized IT solutions including mobile apps (iOS/ Android) development, corporate website and e-shop development with SEO, QR code access control system, HRM, CRM, IoT solutions, Blockchain applications, kiosks development and more.
technine served corporate customers include Listco in various industries such as logistics, financial, retails, constructions, marketing, co-working spaces, and is now engaging in PropTech - the potential market with explosive growth.
With more than 200 customers gained in just 2 years, we are seeking fresh talents who are passionate about technologies, willing to learn and take up new challenges in an open and dynamic environment. Take a step forward and send your resume to us now!","Please address your application to : Adam Leung, Senior HR Officer, HR","Floor 28, 9 Wing Hong Street, Cheung Sha Wan, HK",admin@technine.io,34688676,,https://technine.io,"Please come with a portfolio that will demonstrate our required fields as mentioned above. Interested parties, please apply with full resume, portfolio.
Data collected would be used for recruitment purposes only. Applicants who do not hear from us within 8 weeks may consider their application unsuccessful and their data will be destroyed within 24 months of receipt.",Information Technology / Telecom / Technology,Marketing / Market Research
Secondary English Specialized Course Tutor,Wai Sum Tutorial School,JIS00336083,2024-08-27,2024-09-25,"Part Time, Graduate",HKD ($) 100 per hour,1,"Kowloon, Hong Kong","Job responsibilities:
- Teach students subject knowledge, check and explain exercises, assist students to cope with difficulties
- 1.5-2 hours per timeslot, 2 students per class
Working Hour: 
After 4pm (Mondays/ Tuesdays/ Wednesdays/ Thursdays/ Fridays); 9:30a.m.-6:00pm (Saturdays), 1.5-3 hours per day, 1-2 days per week
Please do not fool around.","Requirements: Higher Diploma/ Sub-degree or above; Good Cantonese and English, average Putonghua; knowledge of Chinese reading and writing, as well as English reading and writing; familiar with subject(s) taught; Possess team spirit; dedicated to tutoring industry; Good results in relevant subjects; those with experience preferred",2020 - 2028,"Comparative Literature, English, Languages / Linguistics, Law, Journalism","Doctorate or above, Master / Postgraduate Diploma, Bachelor, Higher Diploma / Associate Degree",None,"Wai Sum was founded in 2000 with 23 years of experience on tutoring. We arrange ordinary classes every day to assist students to finish their homework, revise their dictations and deepen their knowledge by doing comprehensive exercises. Besides, we arrange special classes to consolidate the foundation on studying and improve the examination skills for students of different levels.
Our school offers incredible value in five key aspects: Safety and Environmentally friendly Hygiene, Academic Abilities Assessment, Holistic Thinking Pattern Assessment (HTPA), See Cards, Fair and Meticulous System of Rewards and Penalties.
HTPA is able to help students choose academic stream and career path and to gain admission to a higher education.
See Cards is a fun game for enlightening the students’ brain. It boosts students’ observation, concentration and endurance effectively.
For more information, please visit www.wai-sum.edu.hk , WeChat（「維森補習學校」）or Facebook ('Wai Sum Tutorial School').",,"Flat 6A, Hop Shing Commercial Building, 41 Chi Kiang St., To Kwa Wan, Kln",enquiries@wai-sum.edu.hk,23302998,,http://www.wai-sum.edu.hk/,"Academic certificates, transcripts",Education,"Education
Teaching"
"Management Trainee, Wealth Management and Protection",Nobleson Finance,JIS00336103,2024-08-27,2024-09-02,"Full Time, Graduate",HKD ($) 45K - 60K per month,5,Quarry Bay,"Background
AIA International Limited
About AIA HK
The AIA Group established its operations in Hong Kong in 1931. AIA has the largest agency force in Hong Kong and Macau. AIA is a leader in developing innovative insurance products that meet customers’ needs at every stage of their lives and offers products ranging from individual life, group life, accident, medical and health, personal lines insurance to investment-linked products with over 100 investment options.
About the branch
Million Dollar Round Table (MDRT) is an international qualification that recognises top 1% financial service professionals worldwide. Our branch has had the highest number of MDRTs and the highest ratio of MDRTs in the previous 10 years. It provides a platform to train up young professionals and high achievers.
Job Description
Management Trainees mainly provide professional and financial advice and services to clients, and manage clients' wealth assets and portfolios through investment vehicles. Accepted candidates will work closely with an outstanding and supportive team, which has been top-ranked in Asia for 6 years. All applicants will undergo careful selection processes.
The job can be categorised as follow:
1. Professional Financial Services Provision to Clients
Wealth Management & Portfolio Advices
Investment Planning
Retirement Planning
Risk Management Planning
Estate Planning
PRC Business & CIES (Capital Investment Entrant Scheme) Planning
2. Team Management
Attempt Planning Strategies for Constructing Team
Learn Recruiting & Managing Team
Share Marketing Strategies in Team
3. Self Continuous Improvement
Achieve Professional Destinations (MDRT,CFPCM,CHFC,RFP,RFC,etc.)
Acquire Up-to-Date Financial Knowledge and News
Develop Better Interpersonal and Communication Skills
Requirements
Bachelor Degree Holder or above in all discipline. Finance and Business related major is preferred but not required.
Excellent interpersonal and communication skills.
Energetic and outgoing.
Mature and self-motivated.
Overseas graduates and PRC students with IANG are welcome to apply.
Benefits
Professional pre-job and on-job trainings will be provided. Excellent career path to management level.
A minimum of 2 overseas trips and conventions annually.
Expected salary per year: HKD 550,000 or above.
Application
Please apply the post with full resume and cover letter to Mr. Noble Suen, Associate Director, AIA Wealth Management and Protection. Email: recruit@noblesuen.com","Requirements
Bachelor Degree Holder or above in all discipline. Finance and Business related major is preferred but not required.
Excellent interpersonal and communication skills.
Energetic and outgoing.
Mature and self-motivated.
Overseas graduates and PRC students with IANG are welcome to apply.",2021 - 2022,Any Discipline,"Master / Postgraduate Diploma, Bachelor",None,"About the team
We are an agency team under AIA and are granted full rights and responsibilities in recruiting our own team members by AIA. Our team of approximately 70 members, has been the top-ranked team in Asia among 17 countries for 6 years. All of our team members are highly educated, passionate, energetic and visionary. We are a professional team with high standards, aiming at developing talents and potentials of our team members through different kinds of training and coaching.",,"Room 2206, 22/F, Tower 2, The Gateway, 25 Canton Road, Tsim Sha Tsui, Kowloon",recruit@noblesuen.com,,,,,Banking / Financial Services,"Banking and Finance Executive
Management Trainee
Others"
Secondary Chinese Specialized Course Tutor,Wai Sum Tutorial School,JIS00336081,2024-08-27,2024-09-25,"Part Time, Graduate",HKD ($) 100 per hour,1,"Kowloon, Hong Kong","Job responsibilities:
- Teach students subject knowledge, check and explain exercises, assist students to cope with difficulties
- 1.5-2 hours per timeslot, 2 students per class
Working Hour: 
Working Hour: 4:00-7:00pm (Mondays/ Tuesdays/ Wednesdays/ Thursdays/ Fridays); 9:30a.m.-6:00pm (Saturdays), 1.5-3 hours per day, 1-2 days per week
Please do not fool around.","Requirements: Higher Diploma/ Sub-degree or above; Good Cantonese and English, average Putonghua; knowledge of Chinese reading and writing, as well as English reading and writing; familiar with subject(s) taught; Possess team spirit; dedicated to tutoring industry; Good results in relevant subjects; those with experience preferred",2020 - 2029,"Arts, China Studies, Chinese Language & Literature, Comparative Literature, Communication, Creative & Professional Writing, Education","Doctorate or above, Master / Postgraduate Diploma, Bachelor, Higher Diploma / Associate Degree",None,"Wai Sum was founded in 2000 with 23 years of experience on tutoring. We arrange ordinary classes every day to assist students to finish their homework, revise their dictations and deepen their knowledge by doing comprehensive exercises. Besides, we arrange special classes to consolidate the foundation on studying and improve the examination skills for students of different levels.
Our school offers incredible value in five key aspects: Safety and Environmentally friendly Hygiene, Academic Abilities Assessment, Holistic Thinking Pattern Assessment (HTPA), See Cards, Fair and Meticulous System of Rewards and Penalties.
HTPA is able to help students choose academic stream and career path and to gain admission to a higher education.
See Cards is a fun game for enlightening the students’ brain. It boosts students’ observation, concentration and endurance effectively.
For more information, please visit www.wai-sum.edu.hk , WeChat（「維森補習學校」）or Facebook ('Wai Sum Tutorial School').",,"Flat B, 1st Floor, Lung Cheung Court, 62 Kowloon City Road, Tokwawan, Kowloon, HK",enquiries@wai-sum.edu.hk,23304088,23304086,http://www.wai-sum.edu.hk/,"Academic certificates, transcripts",Education,"Education
Teaching"
Technical Sales Representative - Healthcare Industry,Solomann Asia Pacific Limited,JIS00336120,2024-08-27,2024-09-22,"Full Time, Graduate",HKD ($) 18K - 20K per month,2,Hong Kong - Kowloon,"Company Overview:
A leading provider of innovative healthcare solutions, dedicated to improving patient outcomes and streamlining clinical workflows. A forefront of medical technology, offering a range of products and services that are transforming the healthcare landscape. Join the team as a Technical Sales Representative and play a pivotal role in bringing these life-changing solutions to healthcare providers.
  Job Summary:
We seek a highly motivated Technical Sales Representative with a passion for healthcare and a knack for building strong client relationships. The ideal candidate will deeply understand medical technologies and can articulate their benefits to healthcare professionals. This role requires a blend of technical expertise, sales acumen, and excellent communication skills.
  Key Responsibilities:
Develop and manage relationships with new and existing healthcare clients, including hospitals, clinics, and private practices.
Collaborate with the marketing team to create and implement targeted sales strategies and campaigns.
Present product demonstrations and technical information to healthcare professionals in a clear and compelling manner.
Negotiate contracts and close sales while maintaining a high level of customer satisfaction.
Provide technical support and after-sales service to ensure client retention and satisfaction.
Stay updated on industry trends, technological advancements, and regulatory changes in the healthcare sector.
Work closely with the product development team to provide feedback on customer needs and contribute to product improvements.
Achieve and exceed sales targets and contribute to the overall growth of the company.","Qualifications:
A bachelor’s degree in biomedical engineering, or a story of equivalent experience.
Newly minted graduates are highly invited to forward their applications.
Communication skills that enchant and persuade, both in person and in writing.
The spirit of a self-starter and the camaraderie of a team player, with a passion for diversity and inclusion.
  What We Offer:
Competitive salary and performance-based incentives.
Comprehensive benefits package including health, dental, and vision insurance.
Opportunities for professional development and career advancement.
A collaborative and supportive work environment.
  How to Apply:
If you're ready to join our fellowship and embark on a journey of growth and success, send us your resume that tells us why you're the hero we've been waiting for. Contact us at 2122 9293 to find out more. Your adventure awaits!",2024,"Biomedical Engineering, Biomedical Science, Biochemistry","Bachelor, Master / Postgraduate Diploma",None,Solomann is Asia’s Preferred Search Firm having built up a solid reputation for the past two decades as a market leader in providing advisory for human capital.  Our extensive network and focus has been to add value to both candidates and clients in providing valuable insight to the industry and how best to support their needs.  Our firm has demonstrated a consistent track record in deliverables through our engagement with people and a results-oriented culture.  We’re proud of the work we do that will ultimately lead to successful careers and better companies.,"Please address your application to : Helen Chow, TA",Suite 6620 The Center 99 Queen’s Road Central Hong Kong,helen@solomann.com,2122 9293,,,,Others,Sales / Account Servicing / Business Development
Administrative Assistant (Part-time),Enrich Learning Development Limited,JIS00336039,2024-08-27,2024-09-25,"Part Time, Temporary",HKD ($) 65 - 75 per hour,1,"Prince Edward, Kowloon","本中心為旺角區一所中學教育中心，現誠聘兼職行政助理，詳情如下：
工作性質：負責聽電話及應付簡單文書工作。
學歷要求：中學程度，懂書寫。
其他要求：有責任心、愛心及耐性，有同類經驗者優先。
上班時間：星期一至五下午2:30至6:30 (可每天返或擇天返)","學歷要求：中學程度，懂書寫。
其他要求：有責任心、愛心及耐性，有同類經驗者優先。
上班時間：星期一至五下午2:30至6:30 (可每天返或擇天返)",2020 - 2028,Any Discipline,Higher Diploma / Associate Degree,None,本中心為旺角區一所中學教育中心,"Please address your application to : Mr. Wong, Program Director","1/F 198-200 Prince Edward Road West, Kowloon",cs@enrichlc.com,23900887,23900336,,,Education,"Education
Others"
Engineer/Assistant Engineer,"Winston Air Conditioning & Engineering (HK) Co., Ltd.",JIS00336040,2024-08-27,2024-09-12,"Full Time, Graduate",HKD ($) 16K - 25K per month,2,HungHom and Sites,"Job Description:      
Tendering, project / maintenance planning, design, installation and T&C;
Site supervision / coordination, and subcontractors management;
Reports & documents submission, AutoCad drawings.","Requirements:
Higher Diploma or Degree in Building Services / Mechanical Engineering; or equivalent;
Responsible; self-motivated; with good inter-personal skill;
Good command of written English and Chinese;
Will arrange for HKIE Scheme A training, if applicable.",2021 - 2024,"Building Services Engineering, Mechanical Engineering","Higher Diploma / Associate Degree, Bachelor",None,"A Member of ClydeMan Group of Companies
ClydeMan is a Hong Kong based group of companies established in 1988 initially in the field of MVAC installation and maintenances. In 2003, we acquired Winston A/C & Engineering (HK) Company Limited to strengthen our arms on A&A works and MVAC maintenance services. Today, we are proud to be one of the local Company providing multi-disciplines Building Services, T&C and Maintenance Services for our clients both on public and private sectors. We are Registered Specialist Contractor on the following Works:
Group II MVAC
Group II Electrical
Group II ( Probation ) Plumbing
MW Class 1 : A to H
RSC (V) ( Registered Specialist Contractor- Ventilation )
REA ( Registered Energy Assessor )
RCx ( Registered Commissioning Professional )","Please address your application to : Isabel Wong, Executive Administrator, HR & Admin.","Unit 2B, 1/F, Tower One, Harbour Centre, 1 Hok Cheung Street, HungHom, Kowloon",winhk@winston-hk.com,27641200,27640465,https://www.winston-hk.com/,"We are an equal opportunity employer and welcome applications from all qualified candidates.

Personal data collected will be treated in strict confidence and used only for recruitment-related purpose. Applicants who have not heard from us within four weeks may consider their applications unsuccessful. All personal data will be destroyed after 12 months.",Engineering,"Engineering - Construction / Building Services
Engineering - Electronic / Industrial / Electrical / Mechanical and others"
Part Time Tutor (Secondary Economics & Secondary Maths),Arsenal Training Consultancy,JIS00336041,2024-08-27,2024-09-22,"Part Time, Temporary",HKD ($) 140 - 150 per hour,1,Yuen Long,"Responsible for teaching Secondary 1 – Secondary 6 students Maths and HKDSE Economics.
  a) 1 - 3 working days
b) 2.5 - 3 hours per day
c) Day & Time: Mon to Fri 4:30pm - 7:30pm ; Sat 10:00am - 12:00n / 1:30pm - 5:00pm","Major in Accounting & Finance, Major in Economics and Major in Mathematics/Statistics are preferable.",2021 - 2029,"Accounting & Finance, Economics, Mathematics / Statistics","Master / Postgraduate Diploma, Bachelor, Higher Diploma / Associate Degree",None,"Charles Darwin Education Centre is a member of Arsenal Training Consultancy. We provide tutorial courses at the primary level, secondary level and higher secondary level.",,"Office 603, 6/F, Kwong Wah Plaza, 11 Tai Tong Road, Yuen Long, N.T.",charlesdarwin@arsenal.edu.hk,25666366,37471808,,"State the available days, time and subjects in your resume with academic proof.",Education,Education
Youth Work Officer 青年工作幹事(註冊文憑/副學位社工)(小學駐校)(青苗計劃),The Hong Kong Federation of Youth Groups - Head Office,JIS00336135,2024-08-27,2024-09-25,"Full Time, Graduate",HKD ($) 25.11K - 41.63K per month,1,視乎學校所在區域,"於小學全時間或部分時間駐校
為小學生提供小組、校本活動及個案輔導
處理服務相關的行政工作
支援機構/單位服務
其他機構指派的工作","須具認可社會工作文憑或社會工作副學士學位
已根據社會工作者註冊條例登記成為註冊社工
具備良好中、英文書寫及口語能力
具備有關工作經驗者優先考慮
具良好溝通技巧及個案輔導知識
良好小組及活動策劃/推行技巧，能獨立與學校聯繫和協作
主動、樂於學習
積極、開朗、樂觀、能與人合作
適應轉變、勇於面對困難
了解青年需要
合約至 8/2025，可被考慮續約
全職員工福利：有薪年假、家庭假期及醫療津貼
工作與兒童有關，準僱員需自願進行《性罪行定罪紀錄查核》",2019 - 2024,Social Work,Higher Diploma / Associate Degree,None,"香港青年協會（簡稱青協）於1960年成立，是香港最具規模的非牟利青年服務機構。主要宗旨是為青少年提供專業而多元化的服務及活動，使青少年在德、智、體、群、美等各方面獲得均衡發展；其經費主要來自政府津貼、公益金撥款、賽馬會捐助、信託基金、活動收費、企業及個人捐獻等。
青協設有會員制度與各項專業服務，為全港青年及家庭提供支援及有益身心的活動。轄下超過80個服務單位，每年提供超過25,000項活動，參與人次接近600。青協服務以青年為本，致力拓展下列12項「核心服務」，以回應青少年不斷轉變的需要；同時亦透過「青協 會員易」(easymember.hk)平台及青協手機應用程式，全面聯繫逾45萬名登記會員。",,"21/F, The Hong Kong Federation of Youth Groups Building 21 Pak Fuk Road, North Point, Hong Kong",recruit@hkfyg.org.hk,852 25272448,852 25282105,https://erecruit.hkfyg.org.hk/,"求職者可於erecruit.hkfyg.org.hk遞交網上申請；或於erecruit.hkfyg.org.hk/ApplicationForm.doc下載申請表格, 填妥後電郵 (recruit@hkfyg.org.hk) 香港青年協會；或將履歷表及要求待遇經Jijis “Apply Now”網上申請。",Quasi-government / Non-profit Organisation,Community / Social Worker
Youth Work Officer 青年工作幹事(學位社工)(小學駐校) (青苗計劃),The Hong Kong Federation of Youth Groups - Head Office,JIS00336134,2024-08-27,2024-09-25,"Full Time, Graduate",HKD ($) 36.85K - 60.49K per month,1,視乎學校所在區域,"於小學駐校
為小學生提供個案輔導、小組及校本輔導活動
處理服務相關的行政工作
支援機構/單位服務
其他機構指派的工作","認可社會工作學士學位
已根據社會工作者註冊條例登記成為註冊社工
對小學服務有認識，具小學駐校經驗優先
具良好溝通技巧及個案輔導知識
具備良好中、英文書寫及口語能力
良好策劃及活動推行技巧，能獨立與學校聯繫和協作
主動、樂於學習
積極、開朗、樂觀、能與人合作
適應轉變、勇於面對困難
了解青年需要
合約至 8/2025，可被考慮續約
全職員工福利：有薪年假、家庭假期及醫療津貼
工作與兒童有關，準僱員需自願進行《性罪行定罪紀錄查核》",2021 - 2024,Social Work,"Bachelor, Master / Postgraduate Diploma",None,"香港青年協會（簡稱青協）於1960年成立，是香港最具規模的非牟利青年服務機構。主要宗旨是為青少年提供專業而多元化的服務及活動，使青少年在德、智、體、群、美等各方面獲得均衡發展；其經費主要來自政府津貼、公益金撥款、賽馬會捐助、信託基金、活動收費、企業及個人捐獻等。
青協設有會員制度與各項專業服務，為全港青年及家庭提供支援及有益身心的活動。轄下超過80個服務單位，每年提供超過25,000項活動，參與人次接近600。青協服務以青年為本，致力拓展下列12項「核心服務」，以回應青少年不斷轉變的需要；同時亦透過「青協 會員易」(easymember.hk)平台及青協手機應用程式，全面聯繫逾45萬名登記會員。",,"21/F, The Hong Kong Federation of Youth Groups Building 21 Pak Fuk Road, North Point, Hong Kong",recruit@hkfyg.org.hk,852 25272448,852 25282105,https://erecruit.hkfyg.org.hk/,"求職者可於erecruit.hkfyg.org.hk遞交網上申請；或於erecruit.hkfyg.org.hk/ApplicationForm.doc下載申請表格, 填妥後電郵 (recruit@hkfyg.org.hk) 香港青年協會；或將履歷表及要求待遇經Jijis “Apply Now”網上申請。",Quasi-government / Non-profit Organisation,Community / Social Worker
Youth Worker (Application Support / Business Analyst)(資訊科技組),The Hong Kong Federation of Youth Groups - Head Office,JIS00336133,2024-08-27,2024-09-25,"Full Time, Graduate",HKD ($) 22.14K - 32.6K per month,2,Quarry Bay,"Provide technical and application support to end users.
Collaborate with software developers and service providers to deliver support and maintenance on the cloud environment.
Monitor and maintain system performance, to ensure network stability and cybersecurity.
Assist in user acceptance test and execute system deployments.
Document process, procedures, and technical specifications.
Perform general administrative duties, such as, procurement, manage inventory and etc.
Other duties assigned by immediate supervisor.","High Diploma or above in Computing or a related field.
Solid experience in providing technical support on the cloud platform.
Ability to provide step-by-step technical support in both written and verbal.
Strong problem-solving and communication skills.
Self-motivated, positive thinking and proactive person.
Solid experience in providing technical support on the cloud platform.
Strong problem-solving and communication skills.
Ability to provide step-by-step technical support in both written and verbal.
Self-motivated, positive thinking and proactive person.
Full-time employee benefits: paid annual leave, family leave and medical allowance.",2020 - 2024,Computing,"Bachelor, Higher Diploma / Associate Degree",None,"The Hong Kong Federation of Youth Groups (HKFYG) is the city's largest youth service organisation. Since its establishment in 1960, the HKFYG has been providing opportunities and facilities for the social, educational, cultural and physical development of young people. Income is obtained primarily from government subvention, as well as grants from the Community Chest of Hong Kong, the Hong Kong Jockey Club Charities Trust, other trust funds, programme fees, and both private and corporate donations.
The HKFYG, through its youth membership network, provides quality services that address the issues and concerns of young people and promotes healthy all-round development. Over 70 service units organise more than 20,000 activities annually, with attendance to the various programmes now standing at five million a year. Over 450,000 registered members are engaged through the online platform, easymember.hk and the HKFYG app.",,"21/F, The Hong Kong Federation of Youth Groups Building 21 Pak Fuk Road, North Point, Hong Kong",recruit@hkfyg.org.hk,852 25272448,852 25282105,https://erecruit.hkfyg.org.hk/,"To apply, please submit an online application at HKFYG Recruitment Portal erecruit.hkfyg.org.hk OR complete the application form (downloaded from erecruit.hkfyg.org.hk/ApplicationForm.doc) and email to recruit@hkfyg.org.hk OR click “Apply Now” via Jijis. ",Quasi-government / Non-profit Organisation,IT / Programming
Macroeconomic Analyst Internship,Coordinates Capital Management Limited,JIS00336046,2024-08-27,2024-09-25,"Part Time, Internship",Negotiable,1,Wan Chai,"Summarize and analyze external research and analysis
Monitor and analyze significant economic releases
Maintain macroeconomic models for forecasting and analysis purposes","Strong undergraduate education in economics from a reputable university
Enrolled in a graduate program related to economics, finance, or statistics
Deep interest in financial markets and a solid understanding of macroeconomics
Proficiency in analytical tools and data presentation techniques
Prior experience working with large datasets",2026 - 2027,"Global Economics & Finance, Economics, Quantitative Finance, Quantitative Finance & Risk Management Science","Master / Postgraduate Diploma, Bachelor",None,"We are a Hong Kong-based alternative investment manager specializing in macro and relative value strategies. We are currently seeking an intern who possesses extensive knowledge in macroeconomics to join our team.
This internship provides an excellent opportunity to work in a diverse, dynamic, and rewarding role within a growing business. You will have abundant prospects to expand your knowledge and gain valuable experience in the investment industry.
There is also a potential for a full-time job offer for successful candidates.
We look forward to meeting highly motivated and diligent applicants who are eager to acquire technical skills and knowledge firsthand.","Please address your application to : Emma, Senior Business Manager","Suite 5308, 53/F, Central Plaza 18 Harbour Road, Wanchai, Hong Kong",esun@coordinatescap.com,3589-6500,,,,Banking / Financial Services,Banking and Finance Executive
